display_title,summary_short,critics_pick,classif,pos,p_neg
Chasing Trane: The John Coltrane Documentary,John Scheinfelds documentary about John Coltrane draws on interviews including those with Bill Clinton Carlos Santana and Cornel West,0,pos,0.9371685509619161,0.06283144903808147
Chavela,The documentary about the singer Chavela Vargas provides a biography but doesnt give a strong sense of the musicians power,0,pos,0.8148836347541343,0.1851163652458667
Chef,In Chef the director and writer Jon Favreau plays a highend Los Angeles chef whose rise to gastronomic stardom is abruptly ended by a restaurant critic,0,pos,0.6551600382697034,0.34483996173029435
Chennai Express,The Bollywood superstar Shah Rukh Khan plays a man kidnapped by hoods and taken to an Indian village in Chennai Express,0,pos,0.9589800647963138,0.04101993520368551
Chernobyl Diaries,Six foreign tourists in Ukraine encounter carnivorous humanoids in Chernobyl Diaries,0,neg,0.02767125958663731,0.9723287404133608
Childless,The movie written and directed by Charlie Levi follows a group of Angelenos dealing with problems among them the death of a child,0,pos,0.6855846828410209,0.31441531715897864
Children of God,Children of God tells a story of a romance in Eleuthera and the homophobia it attracts,0,pos,0.9122602988101419,0.08773970118985663
Chimpanzee,Chimpanzee follows Oscar who is orphaned and then adopted by an alpha male in this latest piece of gorgeously shot pablum from Disneynature,0,neg,0.46456881702529806,0.5354311829747007
Chinese Zodiac,Jackie Chan revisits a quest for totemic animals in Chinese Zodiac,0,pos,0.9389367606639993,0.06106323933600102
CHIPS,This unrepentantly lewd comedy based on the 197783 television series of the same name stars Dax Shepard who also wrote and directed,0,neg,0.10466274315266647,0.8953372568473319
Chloe,A prostitute stirs up chaos in the life of a married couple,0,pos,0.9171242628949212,0.08287573710507949
Christine,In this dramatization of a true story Rebecca Hall is riveting as Christine Chubbuck a television news reporter who killed herself on the air,0,pos,0.9730335254317276,0.026966474568271035
Chronically Metropolitan,The movie featuring highincome characters in lowstakes situations finds a writer returning home to Manhattan to win back a lost love,0,pos,0.9133970092334175,0.08660299076658423
Chronicle,In Josh Tranks Chronicle three teenage boys inexplicably acquire extraordinary powers,0,pos,0.793096471296903,0.20690352870309953
Chronicling A Crisis,Chronicling a Crisis is a deeply honest and scattered documentary,0,pos,0.8001122206912238,0.19988777930877735
Churchill,This film reexamines Winston Churchills image as a gruff British bulldog of a leader by shining a light on his struggle with depression,0,pos,0.729784478549019,0.2702155214509807
Cinderella,Much of the fairy tale remains the same in the latest version but the writer does add some dimensionality to the standard conception of the stepmother,0,pos,0.9852770480597087,0.014722951940288736
Cirkus Columbia,Set in Bosnia and Herzegovina Danis Tanovics Cirkus Columbia is a scalding black comedy about the insanity of war,0,pos,0.9379787873831447,0.06202121261685489
Cirque Du Soleil: Worlds Away,Andrew Adamson directs a 3D film with the easytorecognize hardtodescribe Cirque du Soleil blend of athletic bravura surreal wit and abstract familyfriendly eroticism,0,pos,0.9869843686960772,0.013015631303924866
Citizen Jane: Battle for the City,Jane Jacobs fought against Robert Moses plans to develop Lower Manhattan This documentary revisits their legendary feud,0,pos,0.9789582368362227,0.021041763163779488
Citizen Soldier,This documentary powerfully uses footage to track a group of American soldiers during a tour of duty in Afghanistan in 2011,0,pos,0.9952583517867918,0.004741648213208341
City Island,City Island is a professionally executed farce of the yellingfamily variety,0,neg,0.47393089137699357,0.5260691086230044
City of Ghosts,In this documentary Matthew Heineman Cartel Land focuses on the gutsy Syrian citizenjournalist group called Raqqa Is Being Slaughtered Silently,0,pos,0.6498961709776333,0.3501038290223683
Claire in Motion,In this film the latest written and directed by Lisa Robinson and Annie J Howell a wife searches for clues and finds larger unanswered questions,0,pos,0.8285873209613569,0.17141267903864296
Clash of the Titans,A remake of a 1981 film features swords sandals and monsters this time around in 3D,0,neg,0.20253334553890298,0.797466654461099
Climate of Change,In Climate of Change the director Brian Hill has traveled the planet to assemble portraits of citizens who are thinking globally and acting locally,0,pos,0.9592517356278433,0.040748264372152586
Closed Circuit,In Closed Circuit by John Crowley two London lawyers professional lives become muddied by a shared past,0,pos,0.9723067693488281,0.02769323065116899
Cloud Atlas,Cloud Atlas which lavishly adapts the David Mitchell novel is a film about migratory souls and wayward civilizations loaded with soaring themes and flights of feeling,0,pos,0.9604990344646177,0.03950096553538233
Cloudy With a Chance of Meatballs 2,Cloudy With a Chance of Meatballs 2 an animated sequel finds its goofy characters in a quandary involving living food products,0,neg,0.13073439440749107,0.8692656055925125
Cockneys Vs. Zombies,In Cockneys vs Zombies a nursing home and an East London way of life are threatened by a zombie takeover,0,neg,0.2503691037893746,0.749630896210624
Coco,The movie delivers moments of cinematic rigor and playful popculture erudition And though it deals with the afterlife dont let that scare you,0,neg,0.36241181897128477,0.6375881810287135
Coco Chanel & Igor Stravinsky,Coco Chanel  Igor Stravinsky depicts the shortlived affair of two 20thcentury titans and their selfish competitive passion,0,pos,0.9944836339067019,0.005516366093295946
Code of the West,The 2010 campaign to repeal Montanas legalization of medical marijuana is the subject of the documentary Code of the West,0,pos,0.7555119488900469,0.24448805110995492
Codependent Lesbian Space Alien Seeks Same,A lonely Manhattanite and an exiled extraterrestrial find interspecies contentment in Codependent Lesbian Space Alien Seeks Same,0,pos,0.8975883293452932,0.10241167065470509
Cold Comes the Night,Cold Comes the Night pits a young motel owner against a criminal who takes her and her daughter hostage to recover a fortune in cash,0,pos,0.6790110187133844,0.32098898128661874
Cold Turkey,In Cold Turkey the adult children returning for a family Thanksgiving all hope their father can give them some money,0,neg,0.45803132800034607,0.541968671999653
Cold War 2,This action film by Longman Leung and Sunny Luk follows the 2012 crime film Cold War a tense engaging cop thriller,0,pos,0.9836814235648312,0.016318576435165818
Coldwater,Coldwater Vincent Grashaws first feature is set at a juvenile reform institution in the middle of nowhere,0,pos,0.5916545635222584,0.40834543647774135
Collateral Beauty,The movie starring Will Smith riffs on A Christmas Carol as it tells a story of a man who experiences the loss of a child,0,pos,0.8705138395845057,0.12948616041549602
Colombiana,In Colombiana directed by Olivier Megaton Zoe Saldana takes her place among bigscreen heroines who play very rough,0,pos,0.9969506461845213,0.003049353815480826
Colonia,A flight attendant is enjoying a glossy stopover in Chile with a German living there when the 1973 Pinochet coup sweeps them up,0,pos,0.9710133706507234,0.0289866293492759
Come and Find Me,Aaron Paul of Breaking Bad and Annabelle Wallis star as a couple torn asunder in this thriller which Zack Whedon wrote and directed,0,pos,0.8352572406490101,0.1647427593509907
Come Out and Play,Come Out and Play is the Belarussian director Makinovs debut feature about feral children on an island,0,neg,0.3967094283185247,0.6032905716814753
Come Undone,Silvio Soldinis film Come Undone an Italian drama of infidelity measures the daybyday emotional costs of an affair,0,pos,0.9722882678194837,0.02771173218051511
Coming Through the Rye,The film written and directed by James Sadwith is a fictionalized version of Mr Sadwiths meeting with JD Salinger,0,pos,0.6914049137549663,0.30859508624503446
Commitment,In Commitment a North Korean spy poses as a South Korean teenager,0,pos,0.8118541528147171,0.18814584718528307
Compadres,A former Mexican police officer tracking down crime syndicate loot forms an alliance with a young American hacker who played a small role in moving it,0,pos,0.9855752005995386,0.014424799400465692
Company Town,Sick residents environmental pollution and questions of corporate accountability in a small town in Arkansas,0,neg,0.17407947744955776,0.8259205225504371
Complete Unknown,In Joshua Marstons film a man with a shaky marriage meets an unnerving old flame who has lived under a series of assumed personas,0,pos,0.6614019890397407,0.3385980109602565
Con Artist,Michael Sladeks documentary Con Artist examines the artist Mark Kostabi who has relentlessly spoofed the relationship between art and commerce,0,pos,0.8810605909557371,0.11893940904426502
Conan the Barbarian,Conan the Barbarian starring Jason Momoa as the title character delights in gore and swords,0,pos,0.82241478785048,0.17758521214952042
Concussion,Will Smith plays Bennet Omalu whose findings in an autopsy of a former profootball player led to an epic clash with the NFL,0,pos,0.9696138076752849,0.030386192324718096
Contraband,In Contraband Mark Wahlberg has to smuggle in money from Panama but the story is upstaged by the cinematography,0,pos,0.7532779734176924,0.24672202658230852
Contracted,A lesbians unexpected sexual coupling with a strange man has horrific ramifications,0,pos,0.5744472390597539,0.4255527609402437
Contracted: Phase II,This splatterfest directed by Josh Forbes wastes no time picking up where 20138217s 8220Contracted8221 left off,0,neg,0.14657164150957633,0.8534283584904246
Conviction,Hilary Swank plays Betty Anne Waters in Conviction about a sisters dogged effort to free a brother sentenced to life for murder,0,pos,0.9716811983186346,0.028318801681361402
Cook County,In Cook County a family faces the perils of drug addiction and child care,0,pos,0.9360833473218648,0.06391665267813687
Cook Off!,This mockumentary about a cooking competition features Melissa McCarthy but is being released 10 years after it was first shown at a comedy festival,0,pos,0.9222372826598467,0.07776271734015133
Cooties,Tainted chicken nuggets in the cafeteria lead to a blood bath as teachers battle an undead uprising,0,neg,0.11853271710092778,0.8814672828990715
Cop Car,Jon Watts8217s film in its selfconsciousness and breezy instrumental violence ambitiously announces itself as the latest spawn of neoexploitation artists like Quentin Tarantino,0,pos,0.8889646802832093,0.11103531971679491
Cop Out,From time to time Cop Out offers glimpses of the giddy goofy delight it might have been,0,pos,0.7642247909332268,0.23577520906677307
Copenhagen,Love plays tricks on an American traveler portrayed by Gethin Anthony seeking answers about his ancestry in Denmark,0,pos,0.9797725986006386,0.020227401399360193
