display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,boxoffice,genre,director,writer,actor,nomination
Hitchcock/Truffaut,PG-13,1,JEANNETTE CATSOULIS,Review: ‘Hitchcock/Truffaut’ Revisits the Master of Suspense,"This documentary revisits a 1962 conversation between the two directors in a documentary format, with commentary from film luminaries.",2015-12-01,2015-12-04,2017-11-02 4:18,304899,Documentary,0,"Kent Jones, Serge Toubiana",0,0
Hoje Eu Quero Voltar Sozinho,Not Rated,1,ANDY WEBSTER,Matters of the (Young) Heart,A young man who happens to be blind begins to indulge his independence and understand his sexuality in &#8220;The Way He Looks.&#8221;,2014-11-06,2014-11-07,2017-11-02 4:18,NA,NA,NA,NA,NA,NA
Homeland: Iraq Year Zero,NA,1,GLENN KENNY,Review: ‘Homeland: Iraq Year Zero’ Chronicles a War-Torn Family,This two-part film from Abbas Fahdel gives a before-and-after account of his relatives’ lives around the time of the 2003 conflict.,2016-10-04,2016-10-06,2017-11-02 4:18,NA,Documentary,0,Abbas Fahdel,NA,0
Homo Sapiens,NA,1,GLENN KENNY,Review: Empty Spaces Show the Imprint of Humanity in ‘Homo Sapiens’,Images of abandoned places built or scarred by humankind make up what could be described as an environmental documentary.,2016-07-28,2016-07-29,2017-11-02 4:18,NA,Documentary,0,Nikolaus Geyrhalter (concept),NA,0
Hot Tub Time Machine,R,1,A. O. SCOTT,"Times May Change, but Regret Endures","In “Hot Tub Time Machine,” three guys revisit the ’80s. Nostalgia naturally ensues.",2010-03-25,2010-03-26,2017-11-02 4:18,48925682,Comedy,0,"Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay), Josh Heald (story)",0,0
How I Ended This Summer,NA,1,STEPHEN HOLDEN,Standoff in a Frigid Circle of Hell,"“How I Ended This Summer,” set at an Arctic weather station, is a suspenseful man-braving-the-elements adventure and a psychological thriller.",2011-01-27,2011-01-28,2017-11-02 4:18,NA,Drama,0,Aleksey Popogrebskiy,0,0
Hugo,PG,1,MANOHLA DARGIS,"Inventing a World, Just Like Clockwork",Martin Scorsese’s 3-D film adaptation of the children’s novel “The Invention of Hugo Cabret” is also a homage to early cinema.,2011-11-22,2011-11-23,2017-11-02 4:18,73820094,Adventure,0,"John Logan (screenplay by), Brian Selznick (based on the book entitled ""The Invention of Hugo Cabret"" by)",0,1
Hunt for the Wilderpeople,PG-13,1,MANOHLA DARGIS,"Review: In ‘Hunt for the Wilderpeople,’ Lighting Out for the Bush",Taika Waititi’s comedy centers on a foster child in New Zealand first placed with an older couple and then on the run.,2016-06-23,2016-06-24,2017-11-02 4:18,5202582,Adventure,0,"Taika Waititi (screenplay), Barry Crump (based on the book ""Wild Pork and Watercress"" written by), Te Arepa Kahi (additional writing)",0,0
Hunter Gatherer,NA,1,JEANNETTE CATSOULIS,Review: ‘Hunter Gatherer’ Profiles Two Men Living on the Margins,"Running in place is the point of Josh Locy’s film, which spotlights the repetitive daily struggles of those with few resources beyond optimism and resolve.",2016-11-15,2016-11-16,2017-11-02 4:18,NA,Drama,0,Josh Locy,0,0
I Am Eleven,NA,1,NEIL GENZLINGER,"Now 11 Is the New 14, and the New 8","In Genevieve Bailey’s documentary “I Am Eleven,” 11-year-olds in 15 countries talk about home, school, war, love, marriage and visions of the future.",2014-09-11,2014-09-12,2017-11-02 4:18,69394,Documentary,1,N/A,0,0
I Am Love,R,1,MANOHLA DARGIS,"From Tapestried Villa to Sylvan Glade, Aristocratic Women in Love",In this soaringly beautiful Italian film nothing holds your gaze as forcefully as Tilda Swinton’s alabaster face.,2010-06-17,2010-07-23,2017-11-02 4:18,5004648,Drama,0,"Barbara Alberti (screenplay), Ivan Cotroneo (screenplay), Walter Fasano (screenplay), Luca Guadagnino (screenplay), Luca Guadagnino (story)",1,1
I Am Not Your Negro,PG-13,1,A.O. SCOTT,Review: ‘I Am Not Your Negro’ Will Make You Rethink Race,Raoul Peck’s documentary is an important introduction to James Baldwin’s work and an advanced seminar in racial politics.,2017-02-02,2017-02-03,2017-11-02 4:18,7120626,Documentary,0,"James Baldwin (writings), Raoul Peck (scenario)",0,1
I Love You Phillip Morris,R,1,STEPHEN HOLDEN,A Winning Smile Makes the Scamming a Breeze,"“I Love You Phillip Morris,” based on a real-life story, stars Jim Carrey as a charismatic con man.",2010-12-02,2011-01-07,2017-11-02 4:18,2026852,Biography,0,"John Requa, Glenn Ficarra, Steve McVicker (book)",0,0
I Remember You,NA,1,ANDY WEBSTER,Review: ‘I Remember You’ Is a Piercing Horror Film From Iceland,The director Oskar Thor Axelsson prefers mood and compelling human conflict over copious gore to deliver chills. The result is effective.,2017-11-09,2017-11-10,2017-11-09 12:04,NA,Drama,0,"Óskar Thór Axelsson, Ottó Geir Borg, Yrsa Sigurðardóttir (novel)",0,0
I'm Glad that My Mother is Alive,NA,1,STEPHEN HOLDEN,"The Aftershocks of an Adoption Long Ago, Felt by Everyone Involved","“I’m Glad My Mother Is Alive,” directed by the father-son team of Claude and Nathan Miller, focuses on the psychological profile of a boy who finds the woman who gave him up for adoption.",2011-09-01,2011-09-02,2017-11-02 4:18,NA,NA,NA,NA,NA,NA
In Order of Disappearance,R,1,NEIL GENZLINGER,Review: ‘In Order of Disappearance’ Emits a Dash of ‘Fargo’,"Stellan Skarsgard stars in this dark comedy, in which drug dealers feel the wrath of a father who has lost his son.",2016-08-25,2016-08-26,2017-11-02 4:18,49284,Crime,0,Kim Fupz Aakeson,0,0
In The Family,Not Rated,1,PAUL BRUNICK,"Yours, Mine and Ours, Defined for a New Era","What it means to be a family is explored in Patrick Wang’s self-distributed film “In the Family,” which survived 30 rejections by film festivals.",2011-11-03,2011-11-04,2017-11-02 4:18,NA,Drama,0,Patrick Wang,0,0
In Transit,NA,1,BEN KENIGSBERG,"Review: ‘In Transit,’ and Oh, the Tales These Travelers Tell",Albert Maysles’s last documentary observes passengers traveling Amtrak’s route between Chicago and the Pacific Northwest.,2017-06-22,2017-06-23,2017-11-02 4:18,NA,Documentary,0,N/A,NA,0
Indignation,R,1,STEPHEN HOLDEN,"Review: ‘Indignation’ Offers a Precisely Rendered, and Repressive, 1950s America","A period novel by Philip Roth, inspired by his own college years, is the basis of this tale about a young Jewish man and sex and morality in the Korean War era.",2016-07-28,2016-07-29,2017-11-02 4:18,3399841,Drama,0,"Philip Roth (based on the novel by), James Schamus (written for the screen by)",1,0
Inherent Vice,R,1,MANOHLA DARGIS,"Noir Days of Sun, Los Angeles Smog and Marijuana Haze","&#8220;Inherent Vice,&#8221; Paul Thomas Anderson&#8217;s adaptation of the Thomas Pynchon novel, is a labyrinthine noir set in sunny Los Angeles, circa 1970.",2014-12-11,2015-01-09,2017-11-02 4:18,6100613,Comedy,0,"Paul Thomas Anderson (written for the screen by), Thomas Pynchon (based on the novel by)",1,1
Inside Job,PG-13,1,A. O. SCOTT,"Who Maimed the Economy, and How",Charles Ferguson’s documentary looks at the origins of the 2008 financial crisis.,2010-10-07,2010-11-12,2017-11-02 4:18,4311834,Documentary,0,"Charles Ferguson, Chad Beck, Adam Bolt",0,1
Inside Llewyn Davis,R,1,A. O. SCOTT,Melancholy Odyssey Through the Folk Scene,"“Inside Llewyn Davis” is an intoxicating, somewhat surreal ramble through the Greenwich Village folk scene in 1961.",2013-12-05,2014-01-10,2017-11-02 4:18,9666762,Drama,0,"Joel Coen, Ethan Coen",0,1
Inside Out,PG,1,A. O. SCOTT,"Review: Pixar’s ‘Inside Out’ Finds the Joy in Sadness, and Vice Versa","Pete Docter’s new animated film, with the voices of television comedians like Amy Poehler, Mindy Kaling and Bill Hader, brings to life an 11-year-old’s interior drama.",2015-06-18,2015-06-19,2017-11-02 4:18,264317903,Animation,0,"Pete Docter (original story by), Ronnie Del Carmen (original story by), Pete Docter (screenplay by), Meg LeFauve (screenplay by), Josh Cooley (screenplay by), Michael Arndt (additional story material by), Simon Rich (additional story material by), Bill Hader (additional dialogue by), Amy Poehler (additional dialogue by)",1,1
Insidious: Chapter 3,PG-13,1,ANDY WEBSTER,Review: &#8216;Insidious: Chapter 3&#8217; Keeps a Franchise Rolling,"In this prequel to the original movie, directed by Leigh Whannell, a teenager enlists ghost hunters to try to connect with her dead mother.",2015-06-04,2015-06-05,2017-11-02 4:18,NA,Horror,0,"Leigh Whannell, Leigh Whannell (characters)",0,0
Interstellar,PG-13,1,A. O. SCOTT,"Off to the Stars, With Grief, Dread and Regret","In Christopher Nolan’s science-fiction parable “Interstellar,” Earth is dying, and a team of astronauts searches the universe for a new home for the human race.",2014-11-04,2014-11-07,2017-11-02 4:18,158737441,Adventure,0,"Jonathan Nolan, Christopher Nolan",1,1
Into the Woods,PG,1,STEPHEN HOLDEN,The Quest for Storybook Endings in a Scary but Magical World,"&#8220;Into the Woods,&#8221; Rob Marshall&#8217;s Disney screen adaptation of the Stephen Sondheim-James Lapine musical, is a mash-up of Grimm fairy tales viewed through a post-Freudian prism.",2014-12-24,2014-12-25,2017-11-02 4:18,89789227,Adventure,0,"James Lapine (screenplay by), James Lapine (based on the musical by)",1,1
Iris,PG-13,1,MANOHLA DARGIS,"Review: In ‘Iris,’ Albert Maysles Explores Iris Apfel’s Style","Mr. Maysles&#8217;s penultimate documentary shows the 93-year-old Ms. Apfel in all her bedecked glory, and the confused reactions she elicits.",2015-04-28,2015-04-29,2017-11-02 4:18,5372026,Biography,0,"John Bayley (books), Richard Eyre (screenplay), Charles Wood (screenplay)",1,1
It Comes at Night,R,1,A.O. SCOTT,"Review: In ‘It Comes at Night,’ a House Full of Guns and Family Desperation",The sophomore feature by Trey Edward Shults is as spookily self-assured and ambitious as “Krisha.”,2017-06-08,2017-06-09,2017-11-02 4:18,13985117,Horror,0,Trey Edward Shults,0,0
It Felt Like Love,Not Rated,1,JEANNETTE CATSOULIS,Pursuing Sex With a Bad Boy,“It Felt Like Love” considers the dangers of teenage desire through the experiences of a coltish 14-year-old girl who randomly fixes on a weed-smoking tough guy.,2014-03-20,2014-03-21,2017-11-02 4:18,31173,Drama,1,Eliza Hittman,1,0
It Follows,R,1,STEPHEN HOLDEN,"Review: In ‘It Follows,’ a Shape-Shifting Horror Stalks a Teenager","David Robert Mitchell&#8217;s second feature film is set in a Detroit suburb, where a deadly menace is passed from one person to another through sex.",2015-03-12,2015-03-27,2017-11-02 4:18,10705259,Horror,0,David Robert Mitchell,1,0
J. Edgar,R,1,MANOHLA DARGIS,Finding the Humanity in the F.B.I.’s Feared Enforcer,“J. Edgar” is less the story of the public face of the F.B.I. than it is a look at the private man.,2011-11-08,2011-11-11,2017-11-02 4:18,37304451,Biography,0,Dustin Lance Black,0,1
Jackie,R,1,MANOHLA DARGIS,"‘Jackie’: Under the Widow’s Weeds, a Myth Marketer",Natalie Portman is perfect in Pablo Larraín’s multifaceted portrait of the former first lady Jacqueline Kennedy as an embodiment of grief and as an architect of brilliant political theater.,2016-12-01,2016-12-02,2017-11-02 4:18,13958679,Biography,0,Noah Oppenheim,1,1
"Jajouka, Something Good Comes to You",NA,1,MIRIAM BALE,"Moroccan Myth, Set to Music","“Jajouka, Something Good Comes to You,” playing at the Museum of Modern Art, tells the story of a band from a Moroccan village.",2013-08-05,2013-08-06,2017-11-02 4:18,NA,Documentary,0,"Eric Hurtado, Marc Hurtado",NA,NA
James White,R,1,STEPHEN HOLDEN,"Review: In ‘James White,’ Facing Adulthood With Uncertainty","The title character, played by Christopher Abbott, grapples with his future while caring for his ailing mother in this Josh Mond film.",2015-11-12,2015-11-13,2017-11-02 4:18,101368,Drama,0,Josh Mond,0,0
Jane Eyre,PG-13,1,A. O. SCOTT,Radiant Spirit Blossoms in Barren Land,"Cary Joji Fukunaga’s “Jane Eyre,” starring Mia Wasikowska, is a splendid example of how to tackle the daunting duty of turning a beloved work of classic literature into a movie.",2011-03-10,2011-04-22,2017-11-02 4:18,NA,Drama,0,"Charlotte Brontë (novel), Moira Buffini (screenplay)",1,1
Jean-Michel Basquiat: The Radiant Child,NA,1,STEPHEN HOLDEN,"A Friend, an Artist and a Personal Interview","Tamra Davis’s documentary, a romantic depiction of Jean-Michel Basquiat, blazingly brings to life the artist’s work and its cultural context.",2010-07-20,2011-04-12,2017-11-02 4:18,256242,Documentary,1,"Eric Martin, Lois Vossen",0,0
"Jia Zhangke, a Guy From Fenyang",NA,1,GLENN KENNY,"Review: ‘Jia Zhangke, a Guy From Fenyang,’ a Portrait of a Visionary Filmmaker",The documentary is a decent and conscientious companion piece to Mr. Zhangke’s films.,2016-05-26,2016-05-27,2017-11-02 4:18,NA,NA,NA,NA,NA,NA
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",NA,1,MANOHLA DARGIS,"Review: ‘Jim & Andy,’ When Carrey Became Kaufman","In his documentary about Jim Carrey, Andy Kaufman and the making of “Man on the Moon,” the director Chris Smith finds multiple realities and laughs.",2017-11-16,2017-11-17,2017-11-16 15:56,NA,NA,NA,NA,NA,NA
Joan Didion: The Center Will Not Hold,NA,1,GLENN KENNY,"Review: A ‘Joan Didion’ Portrait, From an Intimate Source","This documentary is directed by Griffin Dunne, Ms. Didion’s nephew, a relationship that limits the movie in certain ways, but opens it up in others.",2017-10-24,2017-10-27,2017-11-02 4:18,NA,Documentary,0,N/A,0,0
Joan Rivers: A Piece Of Work,R,1,MANOHLA DARGIS,A Comic’s Life and Times: Enter Talking or Mocking,This convulsively funny movie takes an up-close and sometimes queasy-personal approach to its motormouth subject.,2010-06-10,2010-07-02,2017-11-02 4:18,2927972,Documentary,1,Ricki Stern,1,0
John Wick,R,1,JEANNETTE CATSOULIS,Pet’s Slaughter Uncorks a Latent Inner Assassin,"In &#8220;John Wick,&#8221; a thriller starring Keanu Reeves, the protagonist resumes his career as an assassin after villains break into his home and kill his dog.",2014-10-23,2014-10-24,2017-11-02 4:18,NA,Action,0,Derek Kolstad,0,0
Joshy,R,1,GLENN KENNY,"Review: In ‘Joshy,’ Wedding’s Off, Bachelor Party’s a Go","Written and directed by Jeff Baena, this comedy features Thomas Middleditch and Adam Pally, among others, enjoying a weekend of middle-class debauchery.",2016-08-11,2016-08-12,2017-11-02 4:18,NA,Comedy,0,Jeff Baena,0,0
Judy Moody and the Not Bummer Summer,PG,1,ANDY WEBSTER,‘Judy Moody and the Not Bummer Summer’,“Judy Moody and the Not Bummer Summer” is John Schultz’s exuberant film featuring Megan McDonald’s popular children’s book character.,2011-06-09,2011-06-10,2017-11-02 4:18,15000994,Comedy,0,"Kathy Waugh (screenplay), Megan McDonald (screenplay), Megan McDonald (""Judy Moody"" book series)",1,0
Karl Marx City,NA,1,A.O. SCOTT,Review: ‘Karl Marx City’ Revisits the Everyday Terror of Dictatorship,"In this documentary, a filmmaker returns to her hometown in the former East Germany seeking personal and political insight.",2017-03-28,2017-03-29,2017-11-02 4:18,NA,Documentary,1,"Petra Epperlein, Michael Tucker",1,0
Kedi,Not Rated,1,GLENN KENNY,"Review: Cute Cats of ‘Kedi,’ Rekindling a ‘Love of Life’",This documentary profiles distinctive street cats in Istanbul and the human communities that interact with them.,2017-02-09,2017-02-10,2017-11-02 4:18,NA,Documentary,1,N/A,0,0
Kevin Hart: What Now?,R,1,GLENN KENNY,"Review: In ‘Kevin Hart: What Now?,’ a Stadium Brimming With Brash Stand-Up",The comedian documents his popular 2015 tour in ways surprising and satisfying two-thirds of the time.,2016-10-13,2016-10-14,2017-11-02 4:18,23564630,Documentary,1,"Kevin Hart, Joey Wells, Harry Ratchford, Kevin Hart (""Casino"" segment story by), Brian Buccellato (""Casino"" segment written by)",0,0
Khodorkovsky,Not Rated,1,STEPHEN HOLDEN,"The Top of the World, Then Prison in Siberia","The Russian Mikhail Khodorkovsky became an oligarch, but his fortunes fell when he was incarcerated. His story is the focus of a documentary by Cyril Tuschi.",2011-11-29,2011-11-30,2017-11-02 4:18,14900,Documentary,0,Cyril Tuschi (screenplay),0,0
Kicks,R,1,STEPHEN HOLDEN,"Review: In ‘Kicks,’ the Promise (and Perils) of Those Air Jordans",This debut feature depicts a 15-year-old in a tough neighborhood who buys the shoes of his dreams — and the desperation he feels when they are taken from him.,2016-09-08,2016-09-09,2017-11-02 4:18,145368,Adventure,0,"Joshua Beirne-Golden, Justin Tipping",0,0
Kill Me Please,NA,1,JEANNETTE CATSOULIS,"Review: ‘Kill Me Please,’ a Summer of Murder and Teenage Kicks",Murdered women arouse adolescent hormones in this gorgeous Brazilian thriller.,2017-08-31,2017-09-01,2017-11-02 4:18,NA,Comedy,0,"Olias Barco, Virgile Bramly, Stéphane Malandrin",0,0
King Jack,NA,1,HELEN T. VERONGOS,"Review: In ‘King Jack,’ a 15-Year-Old Trapped in a Cycle of Bullying",Felix Johnson’s coming-of-age story portrays a teenage boy in a small town in which a bully exercises his capacity for cruelty.,2016-06-09,2016-06-10,2017-11-02 4:18,NA,Adventure,0,Felix Thompson,0,0
