"display_title","summary_short","critics_pick"
"End of Watch","David Ayers End of Watch has Jake Gyllenhaal and Michael Pea walking and videotaping a police beat among the gangs of South Los Angeles",0
"Ender's Game","Enders Game imagines a future in which youngsters are trained as warriors from an early age to fight Earths enemies the large insectlike Formics",0
"Endless Love","Endless Love based on the 1979 novel by Scott Spencer focuses on an allconsuming relationship between a boy and a privileged girl whose parents are deeply concerned about it",0
"England Is Mine","In case you were uncertain Mark Gills unrelentingly dour biopic confirms that the Smiths singer was a miserable lad",0
"Entourage","By the time the show reached the end of its HBO run in 2011 it had grown staler than last nights Axe body spray The passing of a few more years has not improved the aroma",0
"Epic","Epic a 3D adventure directed by Chris Wedge is a hymn to nature geared to families",0
"Equals","Kristen Stewart and Nicholas Hoult star as workers in a dystopian commune who break the rules by experiencing feelings for each other",0
"Eric Clapton: Life in 12 Bars","A documentary on the life of Eric Clapton is candid on the rock legends struggles with addiction",0
"Escape From Planet Earth","In Escape From Planet Earth spacetraveling blue beings are lured to Earth by an evil general seeking to steal their technology",0
"Escape Plan","A brutal offthegrid prison leads Arnold Schwarzenegger and Sylvester Stallone to try to break out in Escape Plan",0
"Escobar: Paradise Lost","In this fictional account of the Colombian kingpin Pablo Escobar pulls an American surfer into his circle",0
"Eternity: The Movie","Eternity The Movie a parody of a music biography tells the story of a duo with a suspicious resemblance to Hall and Oates",0
"Etienne!","A boy loses his rodent and finds a girl in Etienne a sunnysweet fable about healing wounds with the balm of the open road",0
"Everybody Loves Somebody","A messedup heroine is asked to choose between naughty and nice in Catalina Aguilar Mastrettas sophomore feature which is predictable but satisfying",0
"Everyday","Michael Winterbottoms family drama Everyday chronicles a workingclass family in a Scottish village while the father is in prison",0
"Everything Strange and New","In Frazer Bradshaws Everything Strange and New a couple is gripped by an overwhelming sense of resignation and certainty that their happy days are behind them",0
"Everything, Everything","Amandla Stenberg plays a teenager with an immune system disorder who falls for the boy next door and risks everything",0
"Evidence","Detectives charged with identifying the killer responsible for a clutch of bodies found in a derelict gas station in the Nevada desert seek clues on damaged video",0
"Exodus Fall","Exodus Fall is Ankush Kohli and Chad Waterhousess road movie set in 1974",0
"Exodus: Gods And Kings","8220Exodus Gods and Kings8221 is Ridley Scott8217s attempt to bring a famous chunk of the Hebrew Bible to life in 3D",0
"Expelled","8220Expelled8221 features Cameron Dallas a star of Vine the site of sixsecond videos as a student trying to hide his expulsion from high school",0
"Exposed","The appearance of angels an unexpected birth and a violent death coincide in this drama written by Gee Malik Linton",0
"Extraordinary Measures","Extraordinary Measures the first feature released by CBS Films rises above some of its madeforTV trappings",0
"Extraordinary Tales","This movie strings five animated short films into a curiosity of torture murder pestilence and madness",0
"Extremely Loud and Incredibly Close","Extremely Loud  Incredibly Close a film with Sept 11 as a backdrop stars Tom Hanks and the young newcomer Thomas Horn and is based on the novel by Jonathan Safran Foer",0
"Falling Awake","Falling Awake puts good intentions and appealing performances into the balance against clichs of deadend neighborhoods and rebellious youth",0
"Family Weekend","Olesya Rulin stars in Family Weekend a comedy about a high school athlete who tries to make her family normal",0
"Fanny","Marius his father and the sailmaker who marries the pregnant title character fuel 8220Fanny8221 the middle film of a trilogy",0
"Fantastic Four","Directed by Josh Trank this reframing of the Marvel Comics superhero group features Miles Teller Kate Mara Michael B Jordan and Jamie Bell",0
"Far From the Madding Crowd","Carey Mulligan stars in Thomas Vinterberg8217s adaptation of the Thomas Hardy novel with Matthias Schoenaerts Tom Sturridge and Michael Sheen as her Victorian suitors",0
"Farewell to Hollywood","This documentary codirected by Regina Nicholson who died of cancer at 19 in 2012 is moving yet queasily unsettling",0
"Farmland","Farmland a documentary by James Moll profiles six family farms and the young people who now run them",0
"Fassbinder: To Love Without Demands","A fellow filmmaker examines the work of this German director from the close perspective of friendship",0
"Fast & Furious 6","Its a flipomania of cars when the boys reunite in Fast  Furious 6 starring Vin Diesel Dwayne Johnson and Michelle Rodriguez",0
"Fast Five","In Fast Five car chases and more car chases and musclebound men Vin Diesel and Dwayne Johnson keep the Fast and Furious franchise noisily crashing along",0
"Faster","For Dwayne Johnson Faster is a total aboutface after the familyfriendly baby food of The Tooth Fairy",0
"Father Figures","This film about two brothers searching for their real father cant decide whether its a grossout comedy or an uplifting tale of brotherly love",0
"Fathers and Daughters","Blunt dialogue and infuriatingly coy storytelling pervade this weepy melodrama starring Amanda Seyfried and Russell Crowe",0
"Ferdinand","Ferdinand the picturebook bull that is actually quite tame gets new life in a computeranimated adaptation from Carlos Saldanha",0
"Fever","Raphael Neal8217s drama explores a murder committed by two high school seniors in Paris and their subsequent moral struggles",0
"Fifty Shades Darker","Will moviegoers want to surrender control to this sequel to Fifty Shades of Grey",0
"Fifty Shades of Black","This satire starring and cowritten by Marlon Wayans has fun with the screen adaptation of a certain bestselling book",0
"Fifty Shades of Grey","The film dabbles in romantic comedy and splashes around in melodrama but the one thing it cant be is what E L Jamess novel was trashily and triumphantly pornography",0
"Fight Valley","A streetfighting crew from New Jersey called the KnockAround Girls is the focus of this punchdrunk action drama",0
"Filmistaan","In Filmistaan an aspiring actor tries to bridge political differences when he is mistakenly captured by extremists",0
"Final Destination 5","Few horror cycles are as consistently true to their formulas as Final Destination 5 which hits all its marks",0
"Finding Fanny","In Finding Fanny the actress Dimple Kapadia plays a busybody in a backwater town who joins others in doing a good deed",0
"Finding Oscar","This documentary looks at a Guatemalan village that was wiped out during a civil war and searches for one of the few survivors",0
"Fire In Babylon","Fire in Babylon is a history of the West Indies dominance of international cricket in the 1970s and 80s and the symbolic weight its teams carried in a postcolonial era",0
"First Kill","A deepwoods thriller stars Bruce Willis as the local police chief and features a bank robbery gone wrong",0
"First They Killed My Father: A Daughter of Cambodia Remembers","First They Killed My Father depicts life under the Khmer Rouge in a film taken from Loung Ungs memoir",0
"Fist Fight","Its the last day of school and two teachers are getting ready to rumble in this comedy directed by Richie Keen",0
"Fitoor","Based on Great Expectations the film directed by Abhishek Kapoor is more Bollywood than Charles Dickens",0
"Five Dances","In Five Dances Ryan Steele plays a young dancer who goes through a newcomers rite of passage at a New York dance company",0
"Five Nights in Maine","In Maris Currans delicate drama a man whose wife has died goes to visit her mother and the two slowly examine their grief",0
"Flatliners","The original starred Julia Roberts Kiefer Sutherland and Kevin Bacon among others The new one has Ellen Page and some horror movie tricks",0
"Flipped","Rob Reiner directs this story about two youngsters who develop feelings for each other in late 1950s America",0
"Florence Foster Jenkins","Meryl Streep stars in an enjoyable look back at a wouldbe singer and a Carnegie Hall concert remembered for how awful it was",0
